name,year,max_wind,min_pressure,avg_tropicalstorm_diameter,avg_hurricane_diameter,max_tropicalstorm_diameter,max_hurricane_diameter,start_time,end_time,observations,duration_days
              Shary,2010,65,989.0,124.44444444444444,3.3333333333333335,150.0,10.0,2010-10-28 18:00:00,2010-10-30 18:00:00,9,2.0
              Tammy,2005,45,1001.0,139.375,0.0,265.0,0.0,2005-10-05 06:00:00,2005-10-07 00:00:00,8,1.75
              Tammy,2023,95,965.0,167.22222222222223,14.907407407407407,340.0,55.0,2023-10-18 18:00:00,2023-10-31 18:00:00,54,13.0
              Teddy,2020,120,945.0,284.48979591836735,61.224489795918366,740.0,200.0,2020-09-12 06:00:00,2020-09-24 06:00:00,49,12.0
              Theta,2020,60,987.0,154.24242424242425,0.0,310.0,0.0,2020-11-08 12:00:00,2020-11-16 12:00:00,33,8.0
              Three,2019,30,1013.0,0.0,0.0,0.0,0.0,2019-07-22 12:00:00,2019-07-23 12:00:00,5,1.0
              Tomas,2010,85,982.0,168.9814814814815,5.833333333333333,325.0,40.0,2010-10-29 06:00:00,2010-11-10 18:00:00,54,12.5
              Vicky,2020,45,1001.0,49.583333333333336,0.0,120.0,0.0,2020-09-14 00:00:00,2020-09-19 18:00:00,24,5.75
              Vince,2005,65,988.0,83.33333333333333,2.0,140.0,30.0,2005-10-08 06:00:00,2005-10-14 18:00:00,15,6.5
              Wanda,2021,60,973.0,249.62962962962962,0.0,780.0,0.0,2021-10-25 18:00:00,2021-11-08 00:00:00,54,13.25
              Wilma,2005,160,882.0,293.8888888888889,78.88888888888889,575.0,150.0,2005-10-15 18:00:00,2005-10-26 18:00:00,45,11.0
             Andrea,2013,55,992.0,164.28571428571428,0.0,220.0,0.0,2013-06-05 18:00:00,2013-06-08 18:00:00,14,3.0
             Arlene,2005,60,990.0,70.21739130434783,0.0,195.0,0.0,2005-06-08 18:00:00,2005-06-14 06:00:00,23,5.5
             Arlene,2011,55,993.0,121.53846153846153,0.0,200.0,0.0,2011-06-28 06:00:00,2011-07-01 00:00:00,13,2.75
             Arlene,2017,55,986.0,224.44444444444446,0.0,540.0,0.0,2017-04-16 06:00:00,2017-04-22 18:00:00,27,6.5
             Arlene,2023,35,998.0,16.0,0.0,60.0,0.0,2023-05-31 18:00:00,2023-06-04 06:00:00,15,3.5
             Arthur,2008,40,1004.0,132.5,0.0,225.0,0.0,2008-05-31 00:00:00,2008-06-03 18:00:00,10,3.75
             Arthur,2014,85,973.0,145.95744680851064,11.808510638297872,480.0,90.0,2014-06-28 18:00:00,2014-07-09 18:00:00,47,11.0
             Arthur,2020,55,989.0,187.22222222222223,0.0,400.0,0.0,2020-05-16 18:00:00,2020-05-21 00:00:00,18,4.25
             Bertha,2008,110,952.0,197.16216216216216,16.283783783783782,360.0,75.0,2008-07-03 06:00:00,2008-07-21 06:00:00,74,18.0
             Bertha,2014,70,996.0,107.23404255319149,1.2765957446808511,170.0,20.0,2014-07-29 06:00:00,2014-08-09 12:00:00,47,11.25
             Bertha,2020,45,1005.0,8.571428571428571,0.0,20.0,0.0,2020-05-27 06:00:00,2020-05-28 12:00:00,7,1.25
             Bonnie,2004,55,1001.0,20.0,0.0,85.0,0.0,2004-08-03 12:00:00,2004-08-14 00:00:00,43,10.5
             Bonnie,2010,40,1005.0,21.38888888888889,0.0,90.0,0.0,2010-07-22 06:00:00,2010-07-25 18:00:00,18,3.5
             Bonnie,2016,40,1006.0,5.357142857142857,0.0,50.0,0.0,2016-05-27 06:00:00,2016-06-09 18:00:00,56,13.5
             Bonnie,2022,100,964.0,97.63636363636364,10.545454545454545,160.0,40.0,2022-06-27 18:00:00,2022-07-11 00:00:00,55,13.25
             Dennis,2005,130,930.0,89.10714285714286,15.357142857142858,350.0,75.0,2005-07-04 18:00:00,2005-07-18 06:00:00,56,13.5
             Dorian,2013,50,1002.0,19.80392156862745,0.0,70.0,0.0,2013-07-22 18:00:00,2013-08-04 06:00:00,51,12.5
             Dorian,2019,160,910.0,203.71428571428572,47.285714285714285,510.0,130.0,2019-08-24 06:00:00,2019-09-09 00:00:00,70,15.75
             Eleven,2018,30,1007.0,0.0,0.0,0.0,0.0,2018-09-21 18:00:00,2018-09-22 18:00:00,5,1.0
             Eleven,2022,30,1008.0,0.0,0.0,0.0,0.0,2022-09-26 18:00:00,2022-09-29 12:00:00,12,2.75
             Gaston,2004,65,986.0,105.55555555555556,0.37037037037037035,330.0,10.0,2004-08-27 12:00:00,2004-09-03 00:00:00,27,6.5
             Gaston,2010,35,1005.0,2.3333333333333335,0.0,35.0,0.0,2010-09-01 00:00:00,2010-09-08 06:00:00,30,7.25
             Gaston,2016,105,955.0,162.26415094339623,30.28301886792453,270.0,100.0,2016-08-21 12:00:00,2016-09-03 12:00:00,53,13.0
             Gaston,2022,55,994.0,101.76470588235294,0.0,250.0,0.0,2022-09-19 12:00:00,2022-09-27 18:00:00,34,8.25
             Gordon,2006,105,955.0,204.73684210526315,28.771929824561404,840.0,120.0,2006-09-10 18:00:00,2006-09-24 18:00:00,57,14.0
             Gordon,2012,95,965.0,125.0,17.307692307692307,190.0,50.0,2012-08-15 12:00:00,2012-08-22 05:00:00,26,6.708333333333333
             Gordon,2018,60,996.0,37.6,0.0,110.0,0.0,2018-09-02 18:00:00,2018-09-07 18:00:00,25,5.0
             Gordon,2024,40,1004.0,34.583333333333336,0.0,120.0,0.0,2024-09-11 12:00:00,2024-09-17 06:00:00,24,5.75
             Gustav,2008,135,941.0,124.5,24.1,360.0,110.0,2008-08-25 00:00:00,2008-09-05 12:00:00,50,11.5
             Harold,2023,50,995.0,40.0,0.0,100.0,0.0,2023-08-21 12:00:00,2023-08-23 12:00:00,10,2.0
             Harvey,2005,55,994.0,112.93478260869566,0.0,290.0,0.0,2005-08-02 18:00:00,2005-08-14 00:00:00,46,11.25
             Harvey,2011,55,994.0,27.8125,0.0,70.0,0.0,2011-08-19 00:00:00,2011-08-22 20:00:00,16,3.8333333333333335
             Harvey,2017,115,937.0,72.16216216216216,5.135135135135135,210.0,55.0,2017-08-16 06:00:00,2017-09-02 12:00:00,74,17.25
             Helene,2006,105,955.0,317.1774193548387,56.693548387096776,650.0,200.0,2006-09-12 12:00:00,2006-09-27 18:00:00,62,15.25
             Helene,2012,40,1004.0,1.3157894736842106,0.0,30.0,0.0,2012-08-09 18:00:00,2012-08-19 00:00:00,38,9.25
             Helene,2018,95,967.0,194.52380952380952,19.166666666666668,320.0,70.0,2018-09-07 12:00:00,2018-09-17 18:00:00,42,10.25
             Helene,2024,120,939.0,270.4,27.2,490.0,110.0,2024-09-23 12:00:00,2024-09-30 18:00:00,25,7.25
             Idalia,2023,115,942.0,216.11111111111111,4.444444444444445,420.0,35.0,2023-08-26 12:00:00,2023-09-08 06:00:00,54,12.75
             Imelda,2019,40,1003.0,13.333333333333334,0.0,40.0,0.0,2019-09-17 12:00:00,2019-09-19 00:00:00,9,1.5
             Ingrid,2007,40,1002.0,26.53846153846154,0.0,90.0,0.0,2007-09-12 06:00:00,2007-09-18 12:00:00,26,6.25
             Ingrid,2013,75,983.0,77.72727272727273,6.136363636363637,140.0,30.0,2013-09-12 06:00:00,2013-09-17 06:00:00,22,5.0
             Isaias,2020,80,986.0,200.27777777777777,12.63888888888889,300.0,50.0,2020-07-28 12:00:00,2020-08-05 07:00:00,36,7.791666666666667
             Jeanne,2004,105,951.0,143.0,28.53846153846154,305.0,120.0,2004-09-13 18:00:00,2004-09-29 12:00:00,65,15.75
             Julian,2021,50,993.0,93.07692307692308,0.0,180.0,0.0,2021-08-28 12:00:00,2021-08-31 12:00:00,13,3.0
             Leslie,2012,70,968.0,248.16666666666666,8.0,480.0,60.0,2012-08-28 12:00:00,2012-09-14 18:00:00,60,17.25
             Leslie,2018,80,968.0,345.5056179775281,17.808988764044944,810.0,230.0,2018-09-22 00:00:00,2018-10-14 00:00:00,89,22.0
             Leslie,2024,90,970.0,101.52173913043478,8.58695652173913,150.0,35.0,2024-10-01 00:00:00,2024-10-12 06:00:00,46,11.25
             Margot,2023,80,969.0,209.1304347826087,23.91304347826087,420.0,120.0,2023-09-07 12:00:00,2023-09-18 18:00:00,46,11.25
             Martin,2022,75,932.0,423.3333333333333,30.952380952380953,1170.0,100.0,2022-10-30 18:00:00,2022-11-04 18:00:00,21,5.0
             Milton,2024,155,895.0,210.0,28.529411764705884,440.0,60.0,2024-10-04 18:00:00,2024-10-12 10:00:00,34,7.666666666666667
             Nadine,2012,80,978.0,256.1458333333333,7.5,500.0,50.0,2012-09-10 12:00:00,2012-10-04 06:00:00,96,23.75
             Nadine,2018,55,995.0,62.77777777777778,0.0,120.0,0.0,2018-10-08 12:00:00,2018-10-12 18:00:00,18,4.25
             Nadine,2024,50,1002.0,93.75,0.0,240.0,0.0,2024-10-18 18:00:00,2024-10-20 06:00:00,8,1.5
             Nestor,2019,50,996.0,168.0,0.0,240.0,0.0,2019-10-17 12:00:00,2019-10-21 00:00:00,15,3.5
             Nicole,2010,40,994.0,250.0,0.0,300.0,0.0,2010-09-28 00:00:00,2010-09-30 12:00:00,12,2.5
             Nicole,2016,120,950.0,319.6825396825397,52.93650793650794,750.0,160.0,2016-10-04 06:00:00,2016-10-19 12:00:00,63,15.25
             Nicole,2022,65,980.0,365.7692307692308,3.076923076923077,570.0,20.0,2022-11-06 12:00:00,2022-11-13 02:00:00,26,6.583333333333333
             Odette,2021,55,989.0,194.88372093023256,0.0,370.0,0.0,2021-09-16 06:00:00,2021-09-26 18:00:00,43,10.5
             Paloma,2008,125,944.0,46.52777777777778,10.833333333333334,180.0,50.0,2008-11-05 18:00:00,2008-11-14 06:00:00,36,8.5
             Rafael,2012,80,966.0,425.35714285714283,13.75,1090.0,90.0,2012-10-12 18:00:00,2012-10-26 12:00:00,56,13.75
             Rafael,2024,105,954.0,114.48275862068965,17.06896551724138,180.0,45.0,2024-11-03 18:00:00,2024-11-10 12:00:00,29,6.75
             Twelve,2022,30,1007.0,0.0,0.0,0.0,0.0,2022-10-04 12:00:00,2022-10-06 18:00:00,10,2.25
             Victor,2021,55,997.0,67.27272727272727,0.0,200.0,0.0,2021-09-29 00:00:00,2021-10-04 06:00:00,22,5.25
            Alberto,2006,60,969.0,181.0810810810811,0.0,515.0,0.0,2006-06-10 06:00:00,2006-06-19 06:00:00,37,9.0
            Alberto,2012,50,995.0,38.5,0.0,80.0,0.0,2012-05-19 00:00:00,2012-05-23 18:00:00,20,4.75
            Alberto,2018,55,990.0,52.69230769230769,0.0,160.0,0.0,2018-05-25 12:00:00,2018-05-31 12:00:00,26,6.0
            Alberto,2024,45,992.0,373.84615384615387,0.0,490.0,0.0,2024-06-17 18:00:00,2024-06-23 18:00:00,13,6.0
            Chantal,2007,60,964.0,431.7391304347826,0.0,650.0,0.0,2007-07-31 00:00:00,2007-08-05 12:00:00,23,5.5
            Chantal,2013,55,1003.0,94.61538461538461,0.0,140.0,0.0,2013-07-07 12:00:00,2013-07-10 12:00:00,13,3.0
            Chantal,2019,35,1007.0,7.6,0.0,50.0,0.0,2019-08-20 18:00:00,2019-08-26 18:00:00,25,6.0
            Charley,2004,125,947.0,114.4,17.4,180.0,60.0,2004-08-09 12:00:00,2004-08-15 12:00:00,25,6.0
            Edouard,2008,55,996.0,43.92857142857143,0.0,120.0,0.0,2008-08-03 12:00:00,2008-08-06 18:00:00,14,3.25
            Edouard,2014,105,955.0,140.63829787234042,27.659574468085108,310.0,100.0,2014-09-10 18:00:00,2014-09-22 06:00:00,47,11.5
            Edouard,2020,40,1005.0,44.54545454545455,0.0,120.0,0.0,2020-07-04 06:00:00,2020-07-09 12:00:00,22,5.25
            Epsilon,2005,75,981.0,151.62790697674419,13.372093023255815,240.0,55.0,2005-11-29 06:00:00,2005-12-09 18:00:00,43,10.5
            Epsilon,2020,100,952.0,329.5121951219512,24.390243902439025,610.0,120.0,2020-10-16 12:00:00,2020-10-26 12:00:00,41,10.0
            Ernesto,2006,65,985.0,81.04651162790698,0.23255813953488372,170.0,10.0,2006-08-24 18:00:00,2006-09-04 06:00:00,43,10.5
            Ernesto,2012,85,973.0,124.1025641025641,4.358974358974359,210.0,30.0,2012-08-01 12:00:00,2012-08-10 06:00:00,39,8.75
            Ernesto,2018,40,999.0,132.22222222222223,0.0,180.0,0.0,2018-08-15 00:00:00,2018-08-19 06:00:00,18,4.25
            Ernesto,2024,85,967.0,239.5121951219512,38.53658536585366,370.0,110.0,2024-08-11 18:00:00,2024-08-20 18:00:00,41,9.0
            Fernand,2013,50,1001.0,32.857142857142854,0.0,60.0,0.0,2013-08-25 12:00:00,2013-08-27 20:00:00,7,2.3333333333333335
            Fernand,2019,45,1000.0,55.55555555555556,0.0,90.0,0.0,2019-09-03 06:00:00,2019-09-05 00:00:00,9,1.75
            Fifteen,2007,45,996.0,36.92307692307692,0.0,180.0,0.0,2007-10-11 12:00:00,2007-10-17 18:00:00,26,6.25
            Fifteen,2019,30,1006.0,0.0,0.0,0.0,0.0,2019-10-14 12:00:00,2019-10-17 12:00:00,13,3.0
            Frances,2004,125,937.0,178.08823529411765,53.8235294117647,320.0,150.0,2004-08-25 00:00:00,2004-09-10 18:00:00,68,16.75
            Gonzalo,2014,125,940.0,210.51282051282053,52.82051282051282,480.0,120.0,2014-10-11 18:00:00,2014-10-20 06:00:00,39,8.5
            Gonzalo,2020,55,997.0,25.652173913043477,0.0,50.0,0.0,2020-07-20 12:00:00,2020-07-25 18:00:00,23,5.25
            Hermine,2004,50,1002.0,39.375,0.0,125.0,0.0,2004-08-27 18:00:00,2004-08-31 12:00:00,16,3.75
            Hermine,2010,60,989.0,34.34782608695652,0.0,120.0,0.0,2010-09-04 18:00:00,2010-09-10 00:00:00,23,5.25
            Hermine,2016,70,981.0,153.19148936170214,4.25531914893617,370.0,70.0,2016-08-28 18:00:00,2016-09-08 18:00:00,47,11.0
            Hermine,2022,35,1003.0,10.0,0.0,40.0,0.0,2022-09-23 06:00:00,2022-09-26 00:00:00,12,2.75
            Joaquin,2015,135,931.0,204.3421052631579,30.13157894736842,470.0,95.0,2015-09-26 18:00:00,2015-10-15 00:00:00,76,18.25
            Katrina,2005,150,902.0,151.4516129032258,49.03225806451613,380.0,180.0,2005-08-23 18:00:00,2005-08-31 06:00:00,31,7.5
            Lorenzo,2007,70,990.0,26.923076923076923,4.615384615384615,100.0,30.0,2007-09-25 18:00:00,2007-09-28 18:00:00,13,3.0
            Lorenzo,2013,45,1000.0,40.0,0.0,100.0,0.0,2013-10-21 06:00:00,2013-10-26 06:00:00,21,5.0
            Lorenzo,2019,140,925.0,381.25,69.79166666666667,650.0,230.0,2019-09-22 18:00:00,2019-10-04 06:00:00,48,11.5
            Matthew,2004,40,997.0,70.0,0.0,150.0,0.0,2004-10-08 12:00:00,2004-10-11 06:00:00,12,2.75
            Matthew,2010,50,998.0,76.875,0.0,195.0,0.0,2010-09-23 12:00:00,2010-09-26 18:00:00,16,3.25
            Matthew,2016,145,934.0,272.4,53.1,390.0,85.0,2016-09-28 12:00:00,2016-10-11 18:00:00,50,13.25
            Melissa,2007,35,1005.0,15.483870967741936,0.0,120.0,0.0,2007-09-28 06:00:00,2007-10-05 18:00:00,31,7.5
            Melissa,2013,55,980.0,325.38461538461536,0.0,450.0,0.0,2013-11-17 00:00:00,2013-11-23 06:00:00,26,6.25
            Melissa,2019,55,994.0,259.2,0.0,480.0,0.0,2019-10-08 18:00:00,2019-10-14 18:00:00,25,6.0
            Michael,2012,100,964.0,70.0,15.952380952380953,130.0,40.0,2012-09-02 00:00:00,2012-09-12 06:00:00,42,10.25
            Michael,2018,140,919.0,302.36842105263156,44.86842105263158,560.0,180.0,2018-10-06 18:00:00,2018-10-15 18:00:00,38,9.0
            Ophelia,2005,75,976.0,179.1304347826087,12.173913043478262,280.0,75.0,2005-09-06 06:00:00,2005-09-23 00:00:00,69,16.75
            Ophelia,2011,120,940.0,182.20338983050848,11.35593220338983,325.0,60.0,2011-09-20 06:00:00,2011-10-04 12:00:00,59,14.25
            Ophelia,2017,100,957.0,180.63829787234042,25.425531914893618,570.0,90.0,2017-10-06 12:00:00,2017-10-17 18:00:00,47,11.25
            Ophelia,2023,60,981.0,188.0,0.0,390.0,0.0,2023-09-21 12:00:00,2023-09-24 18:00:00,15,3.25
            Richard,2010,85,977.0,67.41379310344827,4.310344827586207,140.0,25.0,2010-10-19 18:00:00,2010-10-26 12:00:00,29,6.75
            Sixteen,2008,25,1004.0,0.0,0.0,0.0,0.0,2008-10-14 12:00:00,2008-10-16 00:00:00,8,1.5
            Wilfred,2020,35,1006.0,71.76470588235294,0.0,140.0,0.0,2020-09-17 00:00:00,2020-09-21 00:00:00,17,4.0
           Danielle,2004,95,964.0,80.0,12.282608695652174,195.0,50.0,2004-08-13 12:00:00,2004-08-24 18:00:00,46,11.25
           Danielle,2010,115,942.0,259.2156862745098,41.96078431372549,600.0,120.0,2010-08-21 12:00:00,2010-09-03 00:00:00,51,12.5
           Danielle,2016,40,1007.0,28.333333333333332,0.0,120.0,0.0,2016-06-18 18:00:00,2016-06-21 06:00:00,12,2.5
           Danielle,2022,75,972.0,164.19354838709677,17.580645161290324,380.0,110.0,2022-08-31 12:00:00,2022-09-15 18:00:00,62,15.25
           Florence,2006,80,963.0,438.7096774193548,24.35483870967742,720.0,150.0,2006-09-03 18:00:00,2006-09-19 00:00:00,62,15.25
           Florence,2012,50,1002.0,29.523809523809526,0.0,110.0,0.0,2012-08-03 06:00:00,2012-08-08 06:00:00,21,5.0
           Florence,2018,130,937.0,151.0126582278481,28.670886075949365,310.0,130.0,2018-08-30 06:00:00,2018-09-18 12:00:00,79,19.25
           Francine,2024,90,972.0,138.69565217391303,12.391304347826088,280.0,60.0,2024-09-08 18:00:00,2024-09-14 00:00:00,23,5.25
           Franklin,2005,60,997.0,107.5,0.0,165.0,0.0,2005-07-21 18:00:00,2005-07-31 00:00:00,38,9.25
           Franklin,2011,40,1004.0,22.0,0.0,70.0,0.0,2011-08-12 12:00:00,2011-08-16 00:00:00,15,3.5
           Franklin,2017,75,981.0,161.11111111111111,5.0,220.0,30.0,2017-08-06 18:00:00,2017-08-12 02:00:00,18,5.333333333333333
           Franklin,2023,130,926.0,179.88372093023256,20.348837209302324,480.0,90.0,2023-08-19 18:00:00,2023-09-09 18:00:00,86,21.0
           Humberto,2007,80,985.0,35.5,3.0,75.0,15.0,2007-09-12 06:00:00,2007-09-14 12:00:00,10,2.25
           Humberto,2013,80,979.0,151.08695652173913,8.043478260869565,320.0,60.0,2013-09-08 00:00:00,2013-09-19 06:00:00,46,11.25
           Humberto,2019,110,950.0,238.23529411764707,51.029411764705884,570.0,140.0,2019-09-12 12:00:00,2019-09-20 12:00:00,34,8.0
           Nicholas,2021,65,988.0,71.9047619047619,5.476190476190476,190.0,45.0,2021-09-12 12:00:00,2021-09-17 06:00:00,21,4.75
           Nineteen,2005,30,1006.0,0.0,0.0,0.0,0.0,2005-09-30 12:00:00,2005-10-02 12:00:00,9,2.0
           Paulette,2020,90,965.0,172.04545454545453,16.136363636363637,460.0,130.0,2020-09-07 00:00:00,2020-09-28 12:00:00,88,21.5
           Philippe,2005,70,985.0,82.67857142857143,3.2142857142857144,150.0,15.0,2005-09-17 12:00:00,2005-09-24 06:00:00,28,6.75
           Philippe,2011,80,976.0,110.3076923076923,5.230769230769231,330.0,50.0,2011-09-23 00:00:00,2011-10-09 00:00:00,65,16.0
           Philippe,2017,35,1000.0,34.285714285714285,0.0,120.0,0.0,2017-10-27 18:00:00,2017-10-29 00:00:00,7,1.25
           Philippe,2023,50,998.0,151.66666666666666,0.0,300.0,0.0,2023-09-23 06:00:00,2023-10-06 06:00:00,54,13.0
          Claudette,2009,50,1005.0,42.857142857142854,0.0,90.0,0.0,2009-08-16 06:00:00,2009-08-17 18:00:00,7,1.5
          Claudette,2015,45,1003.0,46.666666666666664,0.0,120.0,0.0,2015-07-12 00:00:00,2015-07-15 12:00:00,15,3.5
          Claudette,2021,40,1003.0,101.30434782608695,0.0,180.0,0.0,2021-06-17 18:00:00,2021-06-23 00:00:00,23,5.25
          Cristobal,2008,55,998.0,91.11111111111111,0.0,120.0,0.0,2008-07-19 00:00:00,2008-07-23 06:00:00,18,4.25
          Cristobal,2014,75,963.0,311.28205128205127,31.025641025641026,600.0,90.0,2014-08-23 18:00:00,2014-09-02 06:00:00,39,9.5
          Cristobal,2020,50,982.0,132.66666666666666,0.0,320.0,0.0,2020-06-01 18:00:00,2020-06-12 06:00:00,45,10.5
          Gabrielle,2007,50,1004.0,60.0,0.0,125.0,0.0,2007-09-08 00:00:00,2007-09-11 06:00:00,14,3.25
          Gabrielle,2013,55,1003.0,31.38888888888889,0.0,160.0,0.0,2013-09-04 18:00:00,2013-09-13 12:00:00,36,8.75
          Gabrielle,2019,55,995.0,142.28571428571428,0.0,260.0,0.0,2019-09-03 00:00:00,2019-09-11 12:00:00,35,8.5
          Josephine,2008,55,994.0,56.36363636363637,0.0,180.0,0.0,2008-09-02 00:00:00,2008-09-10 00:00:00,33,8.0
          Josephine,2020,40,1004.0,37.916666666666664,0.0,100.0,0.0,2020-08-10 18:00:00,2020-08-16 12:00:00,24,5.75
          Sebastien,2019,60,970.0,200.58823529411765,0.0,350.0,0.0,2019-11-19 06:00:00,2019-11-27 12:00:00,34,8.25
         Twenty-One,2023,25,1007.0,0.0,0.0,0.0,0.0,2023-10-23 12:00:00,2023-10-24 13:00:00,6,1.0416666666666667
AL022006,2006,45,998.0,18.46153846153846,0.0,60.0,0.0,2006-07-16 12:00:00,2006-07-19 12:00:00,13,3.0
AL102004,2004,30,1009.0,0.0,0.0,0.0,0.0,2004-09-07 12:00:00,2004-09-10 12:00:00,13,3.0
Al202011,2011,40,1002.0,25.714285714285715,0.0,60.0,0.0,2011-08-31 12:00:00,2011-09-03 18:00:00,14,3.25
