year,scenario,gas,value
2055,SSP5-8.5,co2_ppm,577.8156665759044
2056,SSP5-8.5,co2_ppm,584.3340658050159
2057,SSP5-8.5,co2_ppm,591.8436459086414
2058,SSP5-8.5,co2_ppm,600.149276988292
2059,SSP5-8.5,co2_ppm,609.2271763919222
2060,SSP5-8.5,co2_ppm,616.5609311572903
2061,SSP5-8.5,co2_ppm,625.455668738556
2062,SSP5-8.5,co2_ppm,635.0668879521942
2063,SSP5-8.5,co2_ppm,643.7461663778748
2064,SSP5-8.5,co2_ppm,654.0284183792054
2065,SSP5-8.5,co2_ppm,662.8338783327382
2066,SSP5-8.5,co2_ppm,671.3950694421641
2067,SSP5-8.5,co2_ppm,681.4384918094698
2068,SSP5-8.5,co2_ppm,691.2681059160274
2069,SSP5-8.5,co2_ppm,701.8278742391017
2070,SSP5-8.5,co2_ppm,712.5265522291901
2071,SSP5-8.5,co2_ppm,724.4347890721693
2072,SSP5-8.5,co2_ppm,734.2875888451449
2073,SSP5-8.5,co2_ppm,744.7564146674614
2074,SSP5-8.5,co2_ppm,757.307225537646
2075,SSP5-8.5,co2_ppm,768.7933661494527
2076,SSP5-8.5,co2_ppm,778.6506546903448
2077,SSP5-8.5,co2_ppm,790.3697098780921
2078,SSP5-8.5,co2_ppm,802.8912802814406
2079,SSP5-8.5,co2_ppm,815.3672999208337
2080,SSP5-8.5,co2_ppm,827.6628394203722
2081,SSP5-8.5,co2_ppm,841.1300370945054
2082,SSP5-8.5,co2_ppm,855.5127661875516
2083,SSP5-8.5,co2_ppm,866.6696891185729
2084,SSP5-8.5,co2_ppm,879.2416374195277
2085,SSP5-8.5,co2_ppm,892.226695115848
2086,SSP5-8.5,co2_ppm,906.021647362807
2087,SSP5-8.5,co2_ppm,918.8124761312215
2088,SSP5-8.5,co2_ppm,930.4336865307893
2089,SSP5-8.5,co2_ppm,945.0616171332969
2090,SSP5-8.5,co2_ppm,958.9207367828245
2091,SSP5-8.5,co2_ppm,972.6768110063205
2092,SSP5-8.5,co2_ppm,986.671155853307
2093,SSP5-8.5,co2_ppm,1000.0135420763517
2094,SSP5-8.5,co2_ppm,1013.036422740587
2095,SSP5-8.5,co2_ppm,1025.9122078756536
2096,SSP5-8.5,co2_ppm,1040.5555787688988
2097,SSP5-8.5,co2_ppm,1053.081276609537
2098,SSP5-8.5,co2_ppm,1066.714040290594
2099,SSP5-8.5,co2_ppm,1082.0298197839554
2100,SSP5-8.5,co2_ppm,1094.3510002989703
1850,Historical,ch4_ppb,560.7472334319665
1851,Historical,ch4_ppb,564.9643775091931
1852,Historical,ch4_ppb,562.1538383435806
1853,Historical,ch4_ppb,560.9208031863484
1854,Historical,ch4_ppb,562.3371062226138
1855,Historical,ch4_ppb,568.5281333748669
1856,Historical,ch4_ppb,567.1474025522288
1857,Historical,ch4_ppb,565.222212584139
1858,Historical,ch4_ppb,570.5573753795622
1859,Historical,ch4_ppb,571.2389651703038
1860,Historical,ch4_ppb,573.3640850030911
1861,Historical,ch4_ppb,574.0839557513377
1862,Historical,ch4_ppb,572.0312553422287
1863,Historical,ch4_ppb,578.2952232185237
1864,Historical,ch4_ppb,581.3637463203578
1865,Historical,ch4_ppb,582.0621188508567
1866,Historical,ch4_ppb,579.8928760300441
1867,Historical,ch4_ppb,587.624448779525
1868,Historical,ch4_ppb,590.0773241825499
1869,Historical,ch4_ppb,590.5313145243463
1870,Historical,ch4_ppb,593.9954583309855
1871,Historical,ch4_ppb,596.7509278188511
1872,Historical,ch4_ppb,594.7584754644403
1873,Historical,ch4_ppb,595.0915849121615
1874,Historical,ch4_ppb,595.1464883571092
1875,Historical,ch4_ppb,601.0070581585195
1876,Historical,ch4_ppb,598.666139461472
1877,Historical,ch4_ppb,599.8122538610943
1878,Historical,ch4_ppb,599.414536358155
1879,Historical,ch4_ppb,601.2305053892618
1880,Historical,ch4_ppb,606.7628767859104
1881,Historical,ch4_ppb,602.8038177962915
1882,Historical,ch4_ppb,609.0454414872175
1883,Historical,ch4_ppb,610.026206501754
1884,Historical,ch4_ppb,613.1398285644464
1885,Historical,ch4_ppb,615.0730309194446
1886,Historical,ch4_ppb,616.9220912153978
1887,Historical,ch4_ppb,617.9693805927101
1888,Historical,ch4_ppb,619.7243925432683
1889,Historical,ch4_ppb,622.1982984450617
1890,Historical,ch4_ppb,625.3887819726607
1891,Historical,ch4_ppb,624.2174490535491
1892,Historical,ch4_ppb,628.4358778354126
1893,Historical,ch4_ppb,627.7877448156717
1894,Historical,ch4_ppb,633.556716651209
1895,Historical,ch4_ppb,635.2413352286876
1896,Historical,ch4_ppb,637.179829486495
1897,Historical,ch4_ppb,637.7247455686211
1898,Historical,ch4_ppb,643.6170149262506
1899,Historical,ch4_ppb,641.668577951365
1900,Historical,ch4_ppb,639.7570108827706
1901,Historical,ch4_ppb,648.9697191267056
1902,Historical,ch4_ppb,649.6817451921228
1903,Historical,ch4_ppb,654.6225188633126
1904,Historical,ch4_ppb,655.0537627986481
1905,Historical,ch4_ppb,662.867740916692
1906,Historical,ch4_ppb,661.4727220076054
1907,Historical,ch4_ppb,668.8191728746143
1908,Historical,ch4_ppb,672.4212158964899
1909,Historical,ch4_ppb,674.813654334133
1910,Historical,ch4_ppb,675.7293910650611
1911,Historical,ch4_ppb,677.8918894819818
1912,Historical,ch4_ppb,682.1315217216018
1913,Historical,ch4_ppb,686.4424065176902
1914,Historical,ch4_ppb,688.7570455351461
1915,Historical,ch4_ppb,688.581555591764
1916,Historical,ch4_ppb,691.9638629505454
1917,Historical,ch4_ppb,697.9010058702152
1918,Historical,ch4_ppb,701.8287085842942
1919,Historical,ch4_ppb,711.0262876369953
1920,Historical,ch4_ppb,713.0287464217404
1921,Historical,ch4_ppb,714.5743298764253
1922,Historical,ch4_ppb,723.299056156008
1923,Historical,ch4_ppb,725.0765286026808
1924,Historical,ch4_ppb,732.1145314271304
1925,Historical,ch4_ppb,729.4595770641829
1926,Historical,ch4_ppb,736.1767758980161
1927,Historical,ch4_ppb,736.8717750612925
1928,Historical,ch4_ppb,736.6807635354569
1929,Historical,ch4_ppb,735.9073041069272
1930,Historical,ch4_ppb,748.1260530140083
1931,Historical,ch4_ppb,751.3486611050183
1932,Historical,ch4_ppb,755.849857386897
1933,Historical,ch4_ppb,756.5010271046286
1934,Historical,ch4_ppb,758.3318829361283
1935,Historical,ch4_ppb,761.5027751307491
1936,Historical,ch4_ppb,767.1955567718587
1937,Historical,ch4_ppb,769.8430242470803
1938,Historical,ch4_ppb,768.1055689630936
1939,Historical,ch4_ppb,778.6940034156651
1940,Historical,ch4_ppb,778.9368435658499
1941,Historical,ch4_ppb,780.3899706823101
1942,Historical,ch4_ppb,787.0959290630765
1943,Historical,ch4_ppb,792.6883359286825
1944,Historical,ch4_ppb,790.5495615107604
1945,Historical,ch4_ppb,793.445345717114
1946,Historical,ch4_ppb,798.4576736489728
1947,Historical,ch4_ppb,797.7100823792191
1948,Historical,ch4_ppb,803.9147561217582
1949,Historical,ch4_ppb,812.0414268340037
1950,Historical,ch4_ppb,806.9707585363589
1951,Historical,ch4_ppb,810.7493775725023
1952,Historical,ch4_ppb,816.3661540202758
1953,Historical,ch4_ppb,821.6646075285635
1954,Historical,ch4_ppb,829.5483558999264
1955,Historical,ch4_ppb,837.0615920630783
1956,Historical,ch4_ppb,852.914985659181
1957,Historical,ch4_ppb,861.894243496732
1958,Historical,ch4_ppb,867.6727029699355
1959,Historical,ch4_ppb,868.9091281120243
1960,Historical,ch4_ppb,882.7905283815294
1961,Historical,ch4_ppb,888.4846417624234
1962,Historical,ch4_ppb,888.025802486225
1963,Historical,ch4_ppb,904.3243023299831
1964,Historical,ch4_ppb,916.536130147876
1965,Historical,ch4_ppb,926.1986288367675
1966,Historical,ch4_ppb,932.1821527508146
1967,Historical,ch4_ppb,941.9211976009824
1968,Historical,ch4_ppb,953.5333310289535
1969,Historical,ch4_ppb,969.4178738406841
1970,Historical,ch4_ppb,984.6597250367128
1971,Historical,ch4_ppb,996.1996835495413
1972,Historical,ch4_ppb,1003.0878723254377
1973,Historical,ch4_ppb,1013.3141028095471
1974,Historical,ch4_ppb,1022.792663348072
1975,Historical,ch4_ppb,1040.7643519406772
1976,Historical,ch4_ppb,1049.6888016991363
1977,Historical,ch4_ppb,1064.9809716647299
1978,Historical,ch4_ppb,1077.0250085960456
1979,Historical,ch4_ppb,1094.1968778773444
1980,Historical,ch4_ppb,1098.1829942297563
1981,Historical,ch4_ppb,1118.2546932536736
1982,Historical,ch4_ppb,1126.8183037035071
1983,Historical,ch4_ppb,1132.1210148609691
1984,Historical,ch4_ppb,1147.029463851779
1985,Historical,ch4_ppb,1150.2169744138546
1986,Historical,ch4_ppb,1160.3263411795617
1987,Historical,ch4_ppb,1168.5183268168178
1988,Historical,ch4_ppb,1181.2879821745819
1989,Historical,ch4_ppb,1188.3511968342843
1990,Historical,ch4_ppb,1194.9740063406127
1991,Historical,ch4_ppb,1204.9110700124502
1992,Historical,ch4_ppb,1213.5189638850236
1993,Historical,ch4_ppb,1216.2901734252755
1994,Historical,ch4_ppb,1219.041544979047
1995,Historical,ch4_ppb,1224.4133720536388
1996,Historical,ch4_ppb,1219.995689134698
1997,Historical,ch4_ppb,1218.212686247189
1998,Historical,ch4_ppb,1234.0780685129369
1999,Historical,ch4_ppb,1241.9985083926647
2000,Historical,ch4_ppb,1228.7551575357684
2001,Historical,ch4_ppb,1230.5554053635435
2002,Historical,ch4_ppb,1237.364473075755
2003,Historical,ch4_ppb,1239.2287916566227
2004,Historical,ch4_ppb,1244.6816528965255
2005,Historical,ch4_ppb,1241.165582727255
2006,Historical,ch4_ppb,1238.5859827046615
2007,Historical,ch4_ppb,1245.5307285934048
2008,Historical,ch4_ppb,1251.983542867477
2009,Historical,ch4_ppb,1250.1390470149659
2010,Historical,ch4_ppb,1254.2601748247357
2011,Historical,ch4_ppb,1258.8209097902065
2012,Historical,ch4_ppb,1270.7947981780305
2013,Historical,ch4_ppb,1265.2185450667564
2014,Historical,ch4_ppb,1277.5289260872667
2015,SSP1-1.9,ch4_ppb,1287.1558200506772
2016,SSP1-1.9,ch4_ppb,1303.9127578998675
2017,SSP1-1.9,ch4_ppb,1302.9386928631966
2018,SSP1-1.9,ch4_ppb,1305.3755322142977
2019,SSP1-1.9,ch4_ppb,1322.8815429697354
2020,SSP1-1.9,ch4_ppb,1323.7741600406416
2021,SSP1-1.9,ch4_ppb,1327.0265761480298
2022,SSP1-1.9,ch4_ppb,1312.4195341097288
2023,SSP1-1.9,ch4_ppb,1318.9681592877027
2024,SSP1-1.9,ch4_ppb,1317.4340705628342
2025,SSP1-1.9,ch4_ppb,1305.2704057620292
2026,SSP1-1.9,ch4_ppb,1301.95652055179
2027,SSP1-1.9,ch4_ppb,1287.358879786661
2028,SSP1-1.9,ch4_ppb,1281.7624874127541
2029,SSP1-1.9,ch4_ppb,1260.8156643089876
2030,SSP1-1.9,ch4_ppb,1249.1307167121367
2031,SSP1-1.9,ch4_ppb,1233.6621084621345
2032,SSP1-1.9,ch4_ppb,1218.8124620566018
2033,SSP1-1.9,ch4_ppb,1207.265707861714
2034,SSP1-1.9,ch4_ppb,1196.5555553600427
2035,SSP1-1.9,ch4_ppb,1174.5073064178655
2036,SSP1-1.9,ch4_ppb,1158.300195024047
2037,SSP1-1.9,ch4_ppb,1148.3442480892743
2038,SSP1-1.9,ch4_ppb,1137.1857092030587
2039,SSP1-1.9,ch4_ppb,1127.9265330919604
2040,SSP1-1.9,ch4_ppb,1112.3377859481752
2041,SSP1-1.9,ch4_ppb,1097.6385252076407
2042,SSP1-1.9,ch4_ppb,1076.645383653968
2043,SSP1-1.9,ch4_ppb,1071.9066593306359
2044,SSP1-1.9,ch4_ppb,1052.0236676484687
2045,SSP1-1.9,ch4_ppb,1048.76320364079
2046,SSP1-1.9,ch4_ppb,1042.5258120507574
2047,SSP1-1.9,ch4_ppb,1021.4711900046944
2048,SSP1-1.9,ch4_ppb,1019.7742370014677
2049,SSP1-1.9,ch4_ppb,1002.9100448234683
2050,SSP1-1.9,ch4_ppb,994.4635222706183
2051,SSP1-1.9,ch4_ppb,982.9196028201162
2052,SSP1-1.9,ch4_ppb,973.5123239105487
2053,SSP1-1.9,ch4_ppb,966.3165752280723
2054,SSP1-1.9,ch4_ppb,960.0185292730143
2055,SSP1-1.9,ch4_ppb,949.0320273045613
2056,SSP1-1.9,ch4_ppb,935.9096401670816
2057,SSP1-1.9,ch4_ppb,929.7970529797619
2058,SSP1-1.9,ch4_ppb,919.2318642089118
2059,SSP1-1.9,ch4_ppb,914.9707874289426
2060,SSP1-1.9,ch4_ppb,909.8476496455854
2061,SSP1-1.9,ch4_ppb,898.6623127928133
2062,SSP1-1.9,ch4_ppb,893.6602457430971
2063,SSP1-1.9,ch4_ppb,890.8947529506864
2064,SSP1-1.9,ch4_ppb,881.9124944715857
2065,SSP1-1.9,ch4_ppb,876.2496617565012
2066,SSP1-1.9,ch4_ppb,869.0581950407195
2067,SSP1-1.9,ch4_ppb,866.323396378896
2068,SSP1-1.9,ch4_ppb,855.2623975438154
2069,SSP1-1.9,ch4_ppb,857.1039484760946
2070,SSP1-1.9,ch4_ppb,849.586918601571
2071,SSP1-1.9,ch4_ppb,840.4433505033136
2072,SSP1-1.9,ch4_ppb,835.5179465122839
2073,SSP1-1.9,ch4_ppb,836.5842263295856
2074,SSP1-1.9,ch4_ppb,824.1983168306483
2075,SSP1-1.9,ch4_ppb,821.9365670503471
2076,SSP1-1.9,ch4_ppb,818.7970069404653
2077,SSP1-1.9,ch4_ppb,814.4380628564337
2078,SSP1-1.9,ch4_ppb,812.6596578101545
2079,SSP1-1.9,ch4_ppb,804.5106564299277
2080,SSP1-1.9,ch4_ppb,794.9488434732584
2081,SSP1-1.9,ch4_ppb,798.9057756893284
2082,SSP1-1.9,ch4_ppb,788.8685159089346
2083,SSP1-1.9,ch4_ppb,783.6374093977008
2084,SSP1-1.9,ch4_ppb,780.6324957520311
2085,SSP1-1.9,ch4_ppb,775.1164336944473
2086,SSP1-1.9,ch4_ppb,770.4817950253241
2087,SSP1-1.9,ch4_ppb,768.9788031949827
2088,SSP1-1.9,ch4_ppb,767.3994384601799
2089,SSP1-1.9,ch4_ppb,759.5030522927314
2090,SSP1-1.9,ch4_ppb,757.4196936078234
2091,SSP1-1.9,ch4_ppb,753.5131167091284
2092,SSP1-1.9,ch4_ppb,746.1774342217847
2093,SSP1-1.9,ch4_ppb,745.9954453086071
2094,SSP1-1.9,ch4_ppb,744.2277126781763
2095,SSP1-1.9,ch4_ppb,735.9719166314871
2096,SSP1-1.9,ch4_ppb,735.593374069566
2097,SSP1-1.9,ch4_ppb,732.4926714934059
2098,SSP1-1.9,ch4_ppb,727.2963093624342
2099,SSP1-1.9,ch4_ppb,726.1800958080952
2100,SSP1-1.9,ch4_ppb,721.0349991718033
2015,SSP1-2.6,ch4_ppb,1282.4646588609278
2016,SSP1-2.6,ch4_ppb,1298.800537540441
2017,SSP1-2.6,ch4_ppb,1300.6607351208747
2018,SSP1-2.6,ch4_ppb,1313.9270331789567
2019,SSP1-2.6,ch4_ppb,1310.427956047883
2020,SSP1-2.6,ch4_ppb,1315.5975243368623
2021,SSP1-2.6,ch4_ppb,1304.518331621246
2022,SSP1-2.6,ch4_ppb,1314.8274710868095
2023,SSP1-2.6,ch4_ppb,1313.1081398212505
2024,SSP1-2.6,ch4_ppb,1303.6972283662788
2025,SSP1-2.6,ch4_ppb,1301.7108242581096
2026,SSP1-2.6,ch4_ppb,1287.0835136087562
2027,SSP1-2.6,ch4_ppb,1286.8156149917143
2028,SSP1-2.6,ch4_ppb,1275.0537691702048
2029,SSP1-2.6,ch4_ppb,1269.5070759620207
2030,SSP1-2.6,ch4_ppb,1265.083986939489
2031,SSP1-2.6,ch4_ppb,1253.0324156053177
2032,SSP1-2.6,ch4_ppb,1246.3992634706751
2033,SSP1-2.6,ch4_ppb,1238.2722455093194
2034,SSP1-2.6,ch4_ppb,1217.317155244187
2035,SSP1-2.6,ch4_ppb,1212.8671182831888
2036,SSP1-2.6,ch4_ppb,1202.420436342907
2037,SSP1-2.6,ch4_ppb,1183.2307214491984
2038,SSP1-2.6,ch4_ppb,1174.2052860425074
2039,SSP1-2.6,ch4_ppb,1166.632992921141
2040,SSP1-2.6,ch4_ppb,1155.8151067873557
2041,SSP1-2.6,ch4_ppb,1144.565426148164
2042,SSP1-2.6,ch4_ppb,1142.733181756386
2043,SSP1-2.6,ch4_ppb,1127.1878042085232
2044,SSP1-2.6,ch4_ppb,1123.0483135904378
2045,SSP1-2.6,ch4_ppb,1106.7289669988504
2046,SSP1-2.6,ch4_ppb,1092.157673083249
2047,SSP1-2.6,ch4_ppb,1083.769723619461
2048,SSP1-2.6,ch4_ppb,1076.954400377649
2049,SSP1-2.6,ch4_ppb,1064.95317385384
2050,SSP1-2.6,ch4_ppb,1061.1779101741745
2051,SSP1-2.6,ch4_ppb,1052.2363371801562
2052,SSP1-2.6,ch4_ppb,1033.632900727077
2053,SSP1-2.6,ch4_ppb,1029.005629896129
2054,SSP1-2.6,ch4_ppb,1020.5557634362088
2055,SSP1-2.6,ch4_ppb,1011.6145124120014
2056,SSP1-2.6,ch4_ppb,1006.101743302064
2057,SSP1-2.6,ch4_ppb,997.5197283984324
2058,SSP1-2.6,ch4_ppb,989.716324395586
2059,SSP1-2.6,ch4_ppb,986.6166750809472
2060,SSP1-2.6,ch4_ppb,981.7411386897097
2061,SSP1-2.6,ch4_ppb,965.2162389959822
2062,SSP1-2.6,ch4_ppb,960.2099429815081
2063,SSP1-2.6,ch4_ppb,953.8406479582283
2064,SSP1-2.6,ch4_ppb,945.2029058425218
2065,SSP1-2.6,ch4_ppb,938.5105859756686
2066,SSP1-2.6,ch4_ppb,927.4586487844095
2067,SSP1-2.6,ch4_ppb,929.8602547379007
2068,SSP1-2.6,ch4_ppb,915.9825116261709
2069,SSP1-2.6,ch4_ppb,907.9336318218433
2070,SSP1-2.6,ch4_ppb,903.4959447078701
2071,SSP1-2.6,ch4_ppb,898.9034005277497
2072,SSP1-2.6,ch4_ppb,889.483423259047
2073,SSP1-2.6,ch4_ppb,887.6427811725168
2074,SSP1-2.6,ch4_ppb,874.1615497948989
2075,SSP1-2.6,ch4_ppb,865.6510859521912
2076,SSP1-2.6,ch4_ppb,865.414919695615
2077,SSP1-2.6,ch4_ppb,858.1769659099909
2078,SSP1-2.6,ch4_ppb,845.5259080660506
2079,SSP1-2.6,ch4_ppb,843.723577271537
2080,SSP1-2.6,ch4_ppb,832.8010528606706
2081,SSP1-2.6,ch4_ppb,828.6787492227777
2082,SSP1-2.6,ch4_ppb,819.6591048965114
2083,SSP1-2.6,ch4_ppb,811.6417568906253
2084,SSP1-2.6,ch4_ppb,807.0291857038243
2085,SSP1-2.6,ch4_ppb,802.7571547004019
2086,SSP1-2.6,ch4_ppb,792.5492369762363
2087,SSP1-2.6,ch4_ppb,793.2518050243666
2088,SSP1-2.6,ch4_ppb,784.3810531309186
2089,SSP1-2.6,ch4_ppb,779.8677609240701
2090,SSP1-2.6,ch4_ppb,773.9265420974765
2091,SSP1-2.6,ch4_ppb,773.5374707708796
2092,SSP1-2.6,ch4_ppb,762.1044651006405
2093,SSP1-2.6,ch4_ppb,759.6570474146512
2094,SSP1-2.6,ch4_ppb,754.4154219731585
2095,SSP1-2.6,ch4_ppb,752.5829170077551
2096,SSP1-2.6,ch4_ppb,752.4058897493994
2097,SSP1-2.6,ch4_ppb,742.5804923045416
2098,SSP1-2.6,ch4_ppb,742.3349002020834
2099,SSP1-2.6,ch4_ppb,739.3003195878377
2100,SSP1-2.6,ch4_ppb,735.7068227313883
2015,SSP2-4.5,ch4_ppb,1288.0958528730241
2016,SSP2-4.5,ch4_ppb,1286.8388112726382
2017,SSP2-4.5,ch4_ppb,1304.9430358509273
2018,SSP2-4.5,ch4_ppb,1314.5505225899565
2019,SSP2-4.5,ch4_ppb,1314.85480359404
2020,SSP2-4.5,ch4_ppb,1327.3109775073106
2021,SSP2-4.5,ch4_ppb,1341.6453753615197
2022,SSP2-4.5,ch4_ppb,1335.3034864971644
2023,SSP2-4.5,ch4_ppb,1350.5458164398965
2024,SSP2-4.5,ch4_ppb,1364.2661433333994
2025,SSP2-4.5,ch4_ppb,1359.3629237314804
2026,SSP2-4.5,ch4_ppb,1371.7352929318029
2027,SSP2-4.5,ch4_ppb,1383.7088642039257
2028,SSP2-4.5,ch4_ppb,1386.6082268238774
2029,SSP2-4.5,ch4_ppb,1392.1540490604648
2030,SSP2-4.5,ch4_ppb,1394.9568773789417
2031,SSP2-4.5,ch4_ppb,1395.5161179397494
2032,SSP2-4.5,ch4_ppb,1406.5913680976332
2033,SSP2-4.5,ch4_ppb,1405.214222789462
2034,SSP2-4.5,ch4_ppb,1407.325784615874
2035,SSP2-4.5,ch4_ppb,1410.0793469810135
2036,SSP2-4.5,ch4_ppb,1421.3183711998827
2037,SSP2-4.5,ch4_ppb,1417.1279093861335
2038,SSP2-4.5,ch4_ppb,1416.006523931825
2039,SSP2-4.5,ch4_ppb,1425.1365129819646
2040,SSP2-4.5,ch4_ppb,1425.7752165197683
2041,SSP2-4.5,ch4_ppb,1421.6371268647558
2042,SSP2-4.5,ch4_ppb,1426.8755457156515
2043,SSP2-4.5,ch4_ppb,1422.9530850068859
2044,SSP2-4.5,ch4_ppb,1427.6435861081586
2045,SSP2-4.5,ch4_ppb,1428.866916883534
2046,SSP2-4.5,ch4_ppb,1422.3919260117245
2047,SSP2-4.5,ch4_ppb,1409.0889881450605
2048,SSP2-4.5,ch4_ppb,1423.0605114039006
2049,SSP2-4.5,ch4_ppb,1409.56052386625
2050,SSP2-4.5,ch4_ppb,1406.4032189934783
2051,SSP2-4.5,ch4_ppb,1401.6680183591352
2052,SSP2-4.5,ch4_ppb,1399.8835789171542
2053,SSP2-4.5,ch4_ppb,1395.0528566099586
2054,SSP2-4.5,ch4_ppb,1391.57588908652
2055,SSP2-4.5,ch4_ppb,1386.0968618639629
2056,SSP2-4.5,ch4_ppb,1377.117239513102
2057,SSP2-4.5,ch4_ppb,1364.332494549757
2058,SSP2-4.5,ch4_ppb,1367.853258535921
2059,SSP2-4.5,ch4_ppb,1359.2052185875257
2060,SSP2-4.5,ch4_ppb,1347.8792933503132
2061,SSP2-4.5,ch4_ppb,1341.0346917188388
2062,SSP2-4.5,ch4_ppb,1338.8418013086384
2063,SSP2-4.5,ch4_ppb,1336.370952907576
2064,SSP2-4.5,ch4_ppb,1324.9579258481083
2065,SSP2-4.5,ch4_ppb,1325.95472261277
2066,SSP2-4.5,ch4_ppb,1313.2995588187816
2067,SSP2-4.5,ch4_ppb,1308.6693421167904
2068,SSP2-4.5,ch4_ppb,1310.9774244059086
2069,SSP2-4.5,ch4_ppb,1295.8965655886336
2070,SSP2-4.5,ch4_ppb,1293.3221184397983
2071,SSP2-4.5,ch4_ppb,1288.9040426128686
2072,SSP2-4.5,ch4_ppb,1281.3624829720363
2073,SSP2-4.5,ch4_ppb,1269.1203264465478
2074,SSP2-4.5,ch4_ppb,1274.045348898456
2075,SSP2-4.5,ch4_ppb,1263.6515215499287
2076,SSP2-4.5,ch4_ppb,1262.6845741583293
2077,SSP2-4.5,ch4_ppb,1249.4642362972463
2078,SSP2-4.5,ch4_ppb,1251.1830307721152
2079,SSP2-4.5,ch4_ppb,1244.6489622459062
2080,SSP2-4.5,ch4_ppb,1229.4688129380518
2081,SSP2-4.5,ch4_ppb,1235.5500032601185
2082,SSP2-4.5,ch4_ppb,1222.8923581218867
2083,SSP2-4.5,ch4_ppb,1221.3552621441495
2084,SSP2-4.5,ch4_ppb,1221.6579049813308
2085,SSP2-4.5,ch4_ppb,1222.6951490446634
2086,SSP2-4.5,ch4_ppb,1202.7179699866062
2087,SSP2-4.5,ch4_ppb,1214.6045881269588
2088,SSP2-4.5,ch4_ppb,1204.153157993166
2089,SSP2-4.5,ch4_ppb,1202.464882279891
2090,SSP2-4.5,ch4_ppb,1194.7205010786163
2091,SSP2-4.5,ch4_ppb,1198.783685875082
2092,SSP2-4.5,ch4_ppb,1193.3847855598428
2093,SSP2-4.5,ch4_ppb,1189.1373553717358
2094,SSP2-4.5,ch4_ppb,1188.9935715646343
2095,SSP2-4.5,ch4_ppb,1173.839668201025
2096,SSP2-4.5,ch4_ppb,1182.0543112539576
2097,SSP2-4.5,ch4_ppb,1184.144733183961
2098,SSP2-4.5,ch4_ppb,1173.1069494212047
2099,SSP2-4.5,ch4_ppb,1172.2340808826705
2100,SSP2-4.5,ch4_ppb,1173.9296555345636
2015,SSP3-7.0,ch4_ppb,1280.8932030842273
2016,SSP3-7.0,ch4_ppb,1293.6053536966979
2017,SSP3-7.0,ch4_ppb,1301.916075222116
2018,SSP3-7.0,ch4_ppb,1314.2524675846696
2019,SSP3-7.0,ch4_ppb,1334.969754374563
2020,SSP3-7.0,ch4_ppb,1334.7788711427108
2021,SSP3-7.0,ch4_ppb,1348.6329430151184
2022,SSP3-7.0,ch4_ppb,1355.7876569125128
2023,SSP3-7.0,ch4_ppb,1371.172122855173
2024,SSP3-7.0,ch4_ppb,1385.589215783187
2025,SSP3-7.0,ch4_ppb,1400.104561258999
2026,SSP3-7.0,ch4_ppb,1409.2073706335884
2027,SSP3-7.0,ch4_ppb,1426.8410571645707
2028,SSP3-7.0,ch4_ppb,1434.4204835493063
2029,SSP3-7.0,ch4_ppb,1451.5085464511337
2030,SSP3-7.0,ch4_ppb,1467.6504055447092
2031,SSP3-7.0,ch4_ppb,1470.974984923268
2032,SSP3-7.0,ch4_ppb,1497.7091633950024
2033,SSP3-7.0,ch4_ppb,1501.6444938852853
2034,SSP3-7.0,ch4_ppb,1518.3290028759461
2035,SSP3-7.0,ch4_ppb,1526.3924464652923
2036,SSP3-7.0,ch4_ppb,1548.4979341765497
2037,SSP3-7.0,ch4_ppb,1550.3236615035228
2038,SSP3-7.0,ch4_ppb,1563.0968015485005
2039,SSP3-7.0,ch4_ppb,1586.5996732260962
2040,SSP3-7.0,ch4_ppb,1598.8624207254875
2041,SSP3-7.0,ch4_ppb,1606.058914826037
2042,SSP3-7.0,ch4_ppb,1618.1258509602037
2043,SSP3-7.0,ch4_ppb,1635.7310902289619
2044,SSP3-7.0,ch4_ppb,1641.134506801594
2045,SSP3-7.0,ch4_ppb,1663.603626467912
2046,SSP3-7.0,ch4_ppb,1674.27412389908
2047,SSP3-7.0,ch4_ppb,1677.4344661188975
2048,SSP3-7.0,ch4_ppb,1699.0347130466184
2049,SSP3-7.0,ch4_ppb,1704.66386730599
2050,SSP3-7.0,ch4_ppb,1731.4508500661414
2051,SSP3-7.0,ch4_ppb,1721.8325014951229
2052,SSP3-7.0,ch4_ppb,1752.3748617083513
2053,SSP3-7.0,ch4_ppb,1759.987995348509
2054,SSP3-7.0,ch4_ppb,1770.1070446096412
2055,SSP3-7.0,ch4_ppb,1779.9772684177085
2056,SSP3-7.0,ch4_ppb,1817.5738085883252
2057,SSP3-7.0,ch4_ppb,1815.7552962200077
2058,SSP3-7.0,ch4_ppb,1816.7514704941962
2059,SSP3-7.0,ch4_ppb,1852.3572399578263
2060,SSP3-7.0,ch4_ppb,1837.7019254081606
2061,SSP3-7.0,ch4_ppb,1863.8450592236338
2062,SSP3-7.0,ch4_ppb,1875.2330699310442
2063,SSP3-7.0,ch4_ppb,1894.1822701067736
2064,SSP3-7.0,ch4_ppb,1896.7393597263258
2065,SSP3-7.0,ch4_ppb,1913.6051984660505
2066,SSP3-7.0,ch4_ppb,1931.301647937584
2067,SSP3-7.0,ch4_ppb,1937.7940293283618
2068,SSP3-7.0,ch4_ppb,1953.4040242377305
2069,SSP3-7.0,ch4_ppb,1960.8833928799795
