,name,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,start_time,end_time,duration_days
211,            Wilfred,32.64705882352941,1007.1176470588235,71.76470588235294,0.0,2020-09-17 00:00:00,2020-09-22 12:00:00,5
212,           Caroline,38.93939393939394,1002.1212121212121,-1998.0,-1998.0,1975-08-24 12:00:00,1975-09-03 12:00:00,10
213,           Danielle,52.518115942028984,990.981884057971,-660.7608695652174,-746.3586956521739,1980-09-04 18:00:00,2022-09-17 12:00:00,15352
214,           Florence,54.7071129707113,989.1924686192468,-477.38912133891216,-627.9121338912134,1988-09-07 12:00:00,2018-09-20 12:00:00,10970
215,           Francine,48.26086956521739,992.6086956521739,138.69565217391303,12.391304347826088,2024-09-08 18:00:00,2024-09-15 12:00:00,6
216,           Franklin,50.732484076433124,993.3949044585987,145.12738853503186,11.719745222929935,2005-07-21 18:00:00,2023-09-11 12:00:00,6625
217,           Frederic,51.911764705882355,993.6911764705883,-1998.0,-1998.0,1979-08-29 12:00:00,1979-09-16 12:00:00,18
218,           Hortense,50.08403361344538,993.6974789915967,-1998.0,-1998.0,1984-09-23 00:00:00,1996-09-18 12:00:00,4378
219,           Humberto,59.050632911392405,989.5696202531645,-762.3987341772151,-846.3860759493671,1995-08-22 00:00:00,2019-09-22 12:00:00,8797
220,           Michelle,69.85714285714286,977.1142857142858,-1998.0,-1998.0,2001-10-29 18:00:00,2001-11-08 12:00:00,9
221,           Nicholas,35.59405940594059,1004.2673267326733,-1567.6237623762377,-1581.4356435643565,2003-10-13 00:00:00,2021-09-19 12:00:00,6551
222,           Nineteen,28.333333333333332,1007.8888888888889,0.0,0.0,2005-09-30 12:00:00,2005-10-04 12:00:00,4
223,           Paulette,48.01136363636363,996.6477272727273,172.04545454545453,16.136363636363637,2020-09-07 00:00:00,2020-09-30 12:00:00,23
224,           Philippe,45.422077922077925,999.7402597402597,116.33116883116882,2.792207792207792,2005-09-17 12:00:00,2023-10-08 12:00:00,6595
225,          Claudette,40.40084388185654,1002.1518987341772,-1604.5822784810127,-1618.632911392405,1979-07-15 12:00:00,2021-06-24 12:00:00,15320
226,          Cristobal,45.130434782608695,992.2434782608696,-54.12173913043478,-215.33913043478262,2002-08-05 18:00:00,2020-06-14 12:00:00,6522
227,          Gabrielle,51.607142857142854,993.0918367346939,-1096.061224489796,-1131.5204081632653,1989-08-30 12:00:00,2019-09-13 12:00:00,10971
228,          Josephine,42.72727272727273,996.8095238095239,-1492.995670995671,-1504.987012987013,1984-10-07 12:00:00,2020-08-18 12:00:00,13099
229,          Sebastien,44.905660377358494,995.7924528301887,-587.5849056603773,-716.2641509433962,1995-10-20 12:00:00,2019-11-29 12:00:00,8806
230,         Twenty-One,24.166666666666668,1007.0,0.0,0.0,2023-10-23 12:00:00,2023-10-26 12:00:00,3
231,AL011975,26.428571428571427,-999.0,-1998.0,-1998.0,1975-06-24 12:00:00,1975-07-01 12:00:00,7
232,AL011977,3.5,-999.0,-1998.0,-1998.0,1977-06-13 12:00:00,1977-06-16 12:00:00,3
233,AL011979,21.863636363636363,-999.0,-1998.0,-1998.0,1979-06-11 12:00:00,1979-06-18 12:00:00,7
234,AL011980,15.941176470588236,-999.0,-1998.0,-1998.0,1980-07-17 00:00:00,1980-07-22 12:00:00,5
235,AL011981,26.0,-999.0,-1998.0,-1998.0,1981-04-06 12:00:00,1981-04-09 12:00:00,3
236,AL011983,27.727272727272727,-999.0,-1998.0,-1998.0,1983-07-23 12:00:00,1983-07-30 12:00:00,7
237,AL011984,15.545454545454545,-999.0,-1998.0,-1998.0,1984-06-11 12:00:00,1984-06-15 12:00:00,4
238,AL011987,28.387096774193548,-999.0,-1998.0,-1998.0,1987-05-24 12:00:00,1987-06-02 12:00:00,9
239,AL011989,25.0,-999.0,-1998.0,-1998.0,1989-06-15 18:00:00,1989-06-19 12:00:00,3
240,AL011990,25.0,-999.0,-1998.0,-1998.0,1990-05-24 18:00:00,1990-05-28 12:00:00,3
241,AL011993,29.545454545454547,1000.0,-1998.0,-1998.0,1993-05-31 12:00:00,1993-06-04 12:00:00,4
242,AL012000,25.0,1009.25,-1998.0,-1998.0,2000-06-07 18:00:00,2000-06-10 12:00:00,2
243,AL021976,27.0,-999.0,-1998.0,-1998.0,1976-06-07 12:00:00,1976-06-11 12:00:00,4
244,AL021977,5.166666666666667,-999.0,-1998.0,-1998.0,1977-07-18 12:00:00,1977-07-21 12:00:00,3
245,AL021978,2.6666666666666665,-999.0,-1998.0,-1998.0,1978-06-21 12:00:00,1978-06-24 12:00:00,3
246,AL021980,20.352941176470587,-999.0,-1998.0,-1998.0,1980-07-17 12:00:00,1980-07-23 12:00:00,6
247,AL021981,22.5,-999.0,-1998.0,-1998.0,1981-04-19 12:00:00,1981-04-23 12:00:00,4
248,AL021983,27.4,-999.0,-1998.0,-1998.0,1983-07-27 12:00:00,1983-08-04 12:00:00,8
249,AL021984,10.125,-999.0,-1998.0,-1998.0,1984-06-18 12:00:00,1984-06-22 12:00:00,4
250,AL021991,25.833333333333332,-999.0,-1998.0,-1998.0,1991-07-05 18:00:00,1991-07-08 12:00:00,2
251,AL021992,29.0,1007.4,-1998.0,-1998.0,1992-06-25 12:00:00,1992-06-28 12:00:00,3
252,AL021994,24.166666666666668,1015.8333333333334,-1998.0,-1998.0,1994-07-20 12:00:00,1994-07-23 12:00:00,3
253,AL021999,28.75,1004.75,-1998.0,-1998.0,1999-07-02 18:00:00,1999-07-05 12:00:00,2
254,AL022000,29.166666666666668,1009.0833333333334,-1998.0,-1998.0,2000-06-23 00:00:00,2000-06-27 12:00:00,4
255,AL022001,25.0,1011.0,-1998.0,-1998.0,2001-07-11 18:00:00,2001-07-14 12:00:00,2
256,AL022003,30.0,1008.75,-1998.0,-1998.0,2003-06-11 00:00:00,2003-06-13 12:00:00,2
257,AL022006,31.53846153846154,1007.1538461538462,18.46153846153846,0.0,2006-07-16 12:00:00,2006-07-21 12:00:00,5
258,AL031975,24.0,-999.0,-1998.0,-1998.0,1975-07-04 12:00:00,1975-07-07 12:00:00,3
259,AL031976,25.0,-999.0,-1998.0,-1998.0,1976-06-11 12:00:00,1976-06-14 12:00:00,3
260,AL031977,23.0,-999.0,-1998.0,-1998.0,1977-07-25 12:00:00,1977-07-28 12:00:00,3
261,AL031978,25.555555555555557,-999.0,-1998.0,-1998.0,1978-07-10 12:00:00,1978-07-14 12:00:00,4
262,AL031979,24.285714285714285,-999.0,-1998.0,-1998.0,1979-07-08 12:00:00,1979-07-15 12:00:00,7
263,AL031980,26.470588235294116,-999.0,-1998.0,-1998.0,1980-07-22 00:00:00,1980-07-27 12:00:00,5
264,AL031984,26.818181818181817,-999.0,-1998.0,-1998.0,1984-07-24 12:00:00,1984-07-28 12:00:00,4
265,AL031986,24.523809523809526,-999.0,-1998.0,-1998.0,1986-07-23 12:00:00,1986-07-30 12:00:00,7
266,AL031987,21.25,1010.03125,-1998.0,-1998.0,1987-08-09 12:00:00,1987-08-19 12:00:00,10
267,AL031992,26.875,1015.875,-1998.0,-1998.0,1992-07-24 18:00:00,1992-07-28 12:00:00,3
268,AL041976,23.333333333333332,-999.0,-1998.0,-1998.0,1976-07-20 12:00:00,1976-07-24 12:00:00,4
269,AL041977,26.923076923076923,-999.0,-1998.0,-1998.0,1977-08-01 12:00:00,1977-08-06 12:00:00,5
270,AL041981,16.0,-999.0,-1998.0,-1998.0,1981-06-03 12:00:00,1981-06-07 12:00:00,4
271,AL041982,27.333333333333332,-999.0,-1998.0,-1998.0,1982-09-06 00:00:00,1982-09-11 12:00:00,5
272,AL041984,26.0,-999.0,-1998.0,-1998.0,1984-08-06 12:00:00,1984-08-10 12:00:00,4
273,AL041986,9.428571428571429,-999.0,-1998.0,-1998.0,1986-08-04 12:00:00,1986-08-07 12:00:00,3
274,AL041987,25.0,-999.0,-1998.0,-1998.0,1987-08-13 00:00:00,1987-08-17 12:00:00,4
275,AL041991,28.571428571428573,1010.0,-1998.0,-1998.0,1991-08-24 12:00:00,1991-08-27 12:00:00,3
276,AL042000,28.46153846153846,1010.5384615384615,-1998.0,-1998.0,2000-08-08 12:00:00,2000-08-13 12:00:00,5
277,AL051975,6.571428571428571,-999.0,-1998.0,-1998.0,1975-07-25 12:00:00,1975-07-28 12:00:00,3
278,AL051976,23.333333333333332,-999.0,-1998.0,-1998.0,1976-07-23 12:00:00,1976-07-26 12:00:00,3
279,AL051979,26.785714285714285,-999.0,-1998.0,-1998.0,1979-07-10 12:00:00,1979-07-15 12:00:00,5
280,AL051980,27.352941176470587,-999.0,-1998.0,-1998.0,1980-08-13 00:00:00,1980-08-18 12:00:00,5
281,AL051981,8.0,-999.0,-1998.0,-1998.0,1981-06-17 12:00:00,1981-06-20 12:00:00,3
282,AL051991,28.846153846153847,-999.0,-1998.0,-1998.0,1991-08-28 12:00:00,1991-09-02 12:00:00,5
283,AL051994,30.0,1006.4444444444445,-1998.0,-1998.0,1994-08-29 12:00:00,1994-09-02 12:00:00,4
284,AL061975,12.333333333333334,-999.0,-1998.0,-1998.0,1975-07-28 12:00:00,1975-08-01 12:00:00,4
285,AL061985,27.61904761904762,-999.0,-1998.0,-1998.0,1985-09-08 12:00:00,1985-09-15 12:00:00,7
286,AL061986,27.142857142857142,-999.0,-1998.0,-1998.0,1986-08-30 12:00:00,1986-09-06 12:00:00,7
287,AL061987,27.857142857142858,-999.0,-1998.0,-1998.0,1987-08-30 12:00:00,1987-09-04 12:00:00,5
288,AL061988,37.30769230769231,1004.3076923076923,-1998.0,-1998.0,1988-09-07 00:00:00,1988-09-11 12:00:00,4
289,AL061989,25.416666666666668,-999.0,-1998.0,-1998.0,1989-08-08 18:00:00,1989-08-19 12:00:00,10
290,AL061995,25.0,1003.6666666666666,-1998.0,-1998.0,1995-08-05 18:00:00,1995-08-09 12:00:00,3
291,AL061997,28.75,1010.5,-1998.0,-1998.0,1997-07-17 12:00:00,1997-07-20 12:00:00,3
292,AL062003,30.0,1011.375,-1998.0,-1998.0,2003-07-19 18:00:00,2003-07-23 12:00:00,3
293,AL071978,18.11111111111111,-999.0,-1998.0,-1998.0,1978-08-07 12:00:00,1978-08-13 12:00:00,6
294,AL071979,26.071428571428573,-999.0,-1998.0,-1998.0,1979-07-23 12:00:00,1979-07-28 12:00:00,5
295,AL071981,10.125,-999.0,-1998.0,-1998.0,1981-07-02 12:00:00,1981-07-05 12:00:00,3
296,AL071982,27.333333333333332,-999.0,-1998.0,-1998.0,1982-09-24 00:00:00,1982-09-29 12:00:00,5
297,AL071985,28.0,-999.0,-1998.0,-1998.0,1985-09-11 12:00:00,1985-09-15 12:00:00,4
298,AL071986,15.076923076923077,-999.0,-1998.0,-1998.0,1986-09-01 12:00:00,1986-09-06 12:00:00,5
299,AL071999,28.75,1006.125,-1998.0,-1998.0,1999-09-05 18:00:00,1999-09-09 12:00:00,3
300,AL072002,28.0,1014.8,-1998.0,-1998.0,2002-09-07 12:00:00,2002-09-10 12:00:00,3
301,AL072003,22.142857142857142,1019.1428571428571,-1998.0,-1998.0,2003-07-25 12:00:00,2003-07-28 12:00:00,3
302,AL081977,23.333333333333332,-999.0,-1998.0,-1998.0,1977-09-17 12:00:00,1977-09-21 12:00:00,4
303,AL081978,3.5,-999.0,-1998.0,-1998.0,1978-08-09 12:00:00,1978-08-12 12:00:00,3
304,AL081979,28.2,-999.0,-1998.0,-1998.0,1979-07-31 12:00:00,1979-08-08 12:00:00,8
305,AL081980,26.470588235294116,-999.0,-1998.0,-1998.0,1980-08-25 00:00:00,1980-08-30 12:00:00,5
306,AL081981,8.0,-999.0,-1998.0,-1998.0,1981-07-25 12:00:00,1981-07-28 12:00:00,3
307,AL081987,18.833333333333332,-999.0,-1998.0,-1998.0,1987-09-06 00:00:00,1987-09-10 12:00:00,4
308,AL081992,28.0,1010.92,-1998.0,-1998.0,1992-09-25 12:00:00,1992-10-03 12:00:00,8
309,AL081994,28.0,1006.4,-1998.0,-1998.0,1994-09-24 12:00:00,1994-09-28 12:00:00,4
310,AL091975,27.5,-999.0,-1998.0,-1998.0,1975-09-03 12:00:00,1975-09-11 12:00:00,8
311,AL091977,-0.8,-999.0,-1998.0,-1998.0,1977-09-22 12:00:00,1977-09-25 12:00:00,3
312,AL091984,10.75,-999.0,-1998.0,-1998.0,1984-09-06 12:00:00,1984-09-10 12:00:00,4
313,AL091987,-7.571428571428571,-999.0,-1998.0,-1998.0,1987-09-07 00:00:00,1987-09-10 12:00:00,3
314,AL091989,24.166666666666668,-999.0,-1998.0,-1998.0,1989-08-27 12:00:00,1989-08-30 12:00:00,3
315,AL091994,29.285714285714285,1008.0,-1998.0,-1998.0,1994-09-27 12:00:00,1994-09-30 12:00:00,3
316,AL092000,26.666666666666668,1009.0,-1998.0,-1998.0,2000-09-08 18:00:00,2000-09-11 12:00:00,2
317,AL092001,28.75,1006.75,-1998.0,-1998.0,2001-09-19 18:00:00,2001-09-22 12:00:00,2
318,AL092003,30.0,1008.0,-1998.0,-1998.0,2003-08-21 18:00:00,2003-08-24 12:00:00,2
319,AL101975,25.384615384615383,-999.0,-1998.0,-1998.0,1975-09-03 12:00:00,1975-09-08 12:00:00,5
320,AL101979,17.384615384615383,-999.0,-1998.0,-1998.0,1979-08-25 12:00:00,1979-08-30 12:00:00,5
321,AL101991,25.0,1009.0,-1998.0,-1998.0,1991-10-24 12:00:00,1991-10-27 12:00:00,3
322,AL101993,30.0,1009.4,-1998.0,-1998.0,1993-09-29 18:00:00,1993-10-02 12:00:00,2
323,AL101994,27.857142857142858,1005.5714285714286,-1998.0,-1998.0,1994-09-29 12:00:00,1994-10-02 12:00:00,3
324,AL102004,26.53846153846154,1012.3076923076923,0.0,0.0,2004-09-07 12:00:00,2004-09-12 12:00:00,5
325,AL111975,3.5,-999.0,-1998.0,-1998.0,1975-09-06 12:00:00,1975-09-09 12:00:00,3
326,AL111977,25.0,-999.0,-1998.0,-1998.0,1977-10-01 12:00:00,1977-10-05 12:00:00,4
327,AL111978,25.0,-999.0,-1998.0,-1998.0,1978-08-30 12:00:00,1978-09-03 12:00:00,4
328,AL111981,25.263157894736842,-999.0,-1998.0,-1998.0,1981-08-17 12:00:00,1981-08-23 12:00:00,6
329,AL111987,25.58823529411765,-999.0,-1998.0,-1998.0,1987-09-13 12:00:00,1987-09-19 12:00:00,6
330,AL111990,30.0,-999.0,-1998.0,-1998.0,1990-09-18 12:00:00,1990-09-29 12:00:00,11
331,AL111999,30.0,1004.6,-1998.0,-1998.0,1999-10-04 12:00:00,1999-10-08 12:00:00,4
332,AL121975,27.142857142857142,-999.0,-1998.0,-1998.0,1975-09-11 12:00:00,1975-09-16 12:00:00,5
333,AL121976,23.333333333333332,-999.0,-1998.0,-1998.0,1976-09-04 12:00:00,1976-09-08 12:00:00,4
334,AL121977,25.555555555555557,-999.0,-1998.0,-1998.0,1977-10-03 12:00:00,1977-10-07 12:00:00,4
335,AL121978,26.21212121212121,-999.0,-1998.0,-1998.0,1978-09-03 12:00:00,1978-09-13 12:00:00,10
336,AL121981,15.5,-999.0,-1998.0,-1998.0,1981-08-26 18:00:00,1981-08-31 12:00:00,4
337,AL121991,51.36363636363637,989.2272727272727,-1998.0,-1998.0,1991-10-28 18:00:00,1991-11-04 12:00:00,6
338,AL121999,29.583333333333332,1008.0,-1998.0,-1998.0,1999-10-06 00:00:00,1999-10-10 12:00:00,4
339,AL131976,23.333333333333332,-999.0,-1998.0,-1998.0,1976-09-05 12:00:00,1976-09-09 12:00:00,4
340,AL131979,26.904761904761905,-999.0,-1998.0,-1998.0,1979-09-01 12:00:00,1979-09-08 12:00:00,7
341,AL131988,23.88888888888889,-999.0,-1998.0,-1998.0,1988-05-31 12:00:00,1988-06-04 12:00:00,4
342,AL131989,28.333333333333332,-999.0,-1998.0,-1998.0,1989-10-02 00:00:00,1989-10-07 12:00:00,5
343,AL141978,13.6,-999.0,-1998.0,-1998.0,1978-09-08 12:00:00,1978-09-12 12:00:00,4
344,AL141985,25.0,-999.0,-1998.0,-1998.0,1985-12-07 12:00:00,1985-12-11 12:00:00,4
345,AL141987,25.88235294117647,-999.0,-1998.0,-1998.0,1987-10-31 18:00:00,1987-11-06 12:00:00,5
346,AL141988,30.0,-999.0,-1998.0,-1998.0,1988-08-13 00:00:00,1988-08-16 12:00:00,3
347,AL141995,27.647058823529413,1008.5882352941177,-1998.0,-1998.0,1995-09-09 12:00:00,1995-09-15 12:00:00,6
348,AL142002,29.09090909090909,1004.5454545454545,-1998.0,-1998.0,2002-10-14 12:00:00,2002-10-18 12:00:00,4
349,AL142003,26.0,1008.3,-1998.0,-1998.0,2003-09-08 12:00:00,2003-09-12 12:00:00,4
350,AL151976,27.75862068965517,-999.0,-1998.0,-1998.0,1976-09-20 12:00:00,1976-09-29 12:00:00,9
351,AL151977,5.166666666666667,-999.0,-1998.0,-1998.0,1977-10-24 12:00:00,1977-10-27 12:00:00,3
352,AL151980,23.333333333333332,-999.0,-1998.0,-1998.0,1980-10-16 00:00:00,1980-10-19 12:00:00,3
353,AL151988,24.666666666666668,-999.0,-1998.0,-1998.0,1988-08-20 12:00:00,1988-09-02 12:00:00,13
354,AL161975,17.11764705882353,-999.0,-1998.0,-1998.0,1975-09-25 12:00:00,1975-10-01 12:00:00,6
355,AL161976,11.6,-999.0,-1998.0,-1998.0,1976-09-22 12:00:00,1976-09-26 12:00:00,4
356,AL161979,26.428571428571427,-999.0,-1998.0,-1998.0,1979-09-16 12:00:00,1979-09-23 12:00:00,7
357,AL161988,26.5625,-999.0,-1998.0,-1998.0,1988-08-20 18:00:00,1988-08-26 12:00:00,5
358,AL171975,23.88888888888889,-999.0,-1998.0,-1998.0,1975-10-03 12:00:00,1975-10-07 12:00:00,4
359,AL171978,28.11111111111111,-999.0,-1998.0,-1998.0,1978-09-18 12:00:00,1978-10-01 12:00:00,13
360,AL171979,23.21212121212121,-999.0,-1998.0,-1998.0,1979-10-12 12:00:00,1979-10-22 12:00:00,10
361,AL171980,27.0,-999.0,-1998.0,-1998.0,1980-11-12 12:00:00,1980-11-20 12:00:00,8
362,AL171981,16.0,-999.0,-1998.0,-1998.0,1981-09-12 00:00:00,1981-09-16 12:00:00,4
363,AL171984,16.333333333333332,-999.0,-1998.0,-1998.0,1984-10-25 12:00:00,1984-10-29 12:00:00,4
364,AL171988,27.5,-999.0,-1998.0,-1998.0,1988-09-04 00:00:00,1988-09-06 12:00:00,2
365,AL181975,17.76923076923077,-999.0,-1998.0,-1998.0,1975-10-14 12:00:00,1975-10-19 12:00:00,5
366,AL181976,26.11111111111111,-999.0,-1998.0,-1998.0,1976-09-26 12:00:00,1976-09-30 12:00:00,4
367,AL181978,12.88888888888889,-999.0,-1998.0,-1998.0,1978-09-21 12:00:00,1978-09-25 12:00:00,4
368,AL181988,25.0,-999.0,-1998.0,-1998.0,1988-09-27 18:00:00,1988-09-30 12:00:00,2
369,AL191976,23.405405405405407,-999.0,-1998.0,-1998.0,1976-10-03 12:00:00,1976-10-14 12:00:00,11
370,AL191979,19.571428571428573,-999.0,-1998.0,-1998.0,1979-10-24 12:00:00,1979-10-31 12:00:00,7
371,AL191981,28.333333333333332,-999.0,-1998.0,-1998.0,1981-09-26 00:00:00,1981-10-06 12:00:00,10
372,AL191984,28.0,-999.0,-1998.0,-1998.0,1984-11-23 12:00:00,1984-11-30 12:00:00,7
373,AL191988,27.77777777777778,-999.0,-1998.0,-1998.0,1988-10-19 18:00:00,1988-10-23 12:00:00,3
374,Al201975,12.1,-999.0,-1998.0,-1998.0,1975-10-27 12:00:00,1975-10-31 12:00:00,4
375,Al201976,25.384615384615383,-999.0,-1998.0,-1998.0,1976-10-12 12:00:00,1976-10-17 12:00:00,5
376,Al201979,26.363636363636363,-999.0,-1998.0,-1998.0,1979-11-07 12:00:00,1979-11-11 12:00:00,4
377,Al202011,32.142857142857146,1005.8571428571429,25.714285714285715,0.0,2011-08-31 12:00:00,2011-09-05 12:00:00,5
378,Al211975,20.333333333333332,-999.0,-1998.0,-1998.0,1975-11-08 12:00:00,1975-11-14 12:00:00,6
379,Al211978,25.0,-999.0,-1998.0,-1998.0,1978-10-13 12:00:00,1978-10-19 12:00:00,6
380,Al221975,23.333333333333332,-999.0,-1998.0,-1998.0,1975-11-29 12:00:00,1975-12-03 12:00:00,4
381,Al221978,22.692307692307693,-999.0,-1998.0,-1998.0,1978-10-26 12:00:00,1978-10-31 12:00:00,5
382,Al241978,23.333333333333332,-999.0,-1998.0,-1998.0,1978-11-03 12:00:00,1978-11-07 12:00:00,4
